study_hours,previous_marks,practice_hours,sleep_hours,mobile_usage,final_score
3.7,80.7,4.7,4.2,6.4,55.73
9.9,39.4,1.6,7.0,5.8,59.46
11.5,47.6,6.3,8.8,5.7,84.16
9.9,48.9,6.3,7.3,6.2,76.9
0.0,83.0,0.9,5.6,5.0,30.18
7.6,47.3,7.3,8.7,0.2,96.63
0.6,72.3,1.6,5.6,9.0,24.89
3.1,49.0,4.9,8.4,8.3,37.92
0.7,91.0,7.9,7.7,1.7,87.28
7.2,96.2,7.1,5.0,4.1,88.79
8.2,68.7,7.7,9.4,7.7,89.28
1.4,57.9,2.7,5.2,9.8,15.04
4.6,50.2,0.8,9.9,9.5,40.78
5.5,38.2,1.5,4.0,9.0,17.17
4.4,52.5,4.0,5.6,1.6,61.76
1.5,77.5,6.3,5.2,9.1,39.09
5.0,69.7,1.2,4.1,8.8,40.19
9.0,96.4,5.3,8.4,3.8,100.0
0.9,60.8,2.6,8.2,3.9,43.26
1.0,80.1,2.7,8.8,4.6,56.71
4.3,66.8,5.3,5.5,6.6,59.02
11.3,68.3,3.7,6.7,2.6,94.3
8.0,52.4,6.5,8.0,0.2,98.9
8.1,64.6,1.2,6.6,1.4,72.83
4.3,65.6,6.3,8.2,4.4,72.4
7.1,80.9,0.5,7.8,2.8,65.34
0.1,96.1,1.6,4.7,7.6,32.69
7.6,56.4,5.2,8.7,1.1,91.63
11.0,37.7,6.8,8.3,9.2,79.62
7.4,67.3,2.0,7.9,9.0,44.95
10.5,70.4,2.6,4.9,9.1,69.63
8.7,45.9,4.3,5.6,7.4,58.06
1.4,84.4,1.7,6.4,1.1,58.08
10.8,99.0,6.5,5.7,4.4,100.0
0.8,96.5,6.2,5.4,1.3,68.41
6.4,47.8,1.2,8.8,9.9,42.49
1.7,91.9,3.7,7.8,3.3,64.44
0.1,80.8,6.2,7.4,5.9,63.46
5.1,64.5,2.7,5.4,7.8,42.96
3.5,70.1,5.1,9.5,9.2,58.96
5.8,90.2,0.4,5.1,7.6,35.36
6.9,66.2,4.9,8.8,6.7,70.27
0.5,59.3,1.2,9.8,4.7,27.89
1.5,67.1,6.6,8.4,6.1,59.11
6.7,72.6,2.8,10.0,0.9,85.87
4.1,47.3,2.3,7.9,8.8,30.83
8.8,93.6,6.7,5.3,5.4,100.0
7.8,78.8,0.4,5.2,0.4,65.7
10.1,76.2,3.2,5.9,9.2,71.7
8.3,41.5,3.0,4.0,4.9,62.57
5.2,74.3,2.3,8.1,8.7,53.47
8.1,42.9,7.3,5.6,8.6,67.59
3.3,40.1,6.0,8.9,8.2,39.81
3.7,69.3,0.5,6.2,0.6,55.07
9.5,61.2,5.7,6.9,2.5,93.59
5.4,73.3,4.2,9.8,8.8,56.56
9.6,40.8,7.2,5.5,9.0,69.9
9.9,63.0,2.5,8.3,4.6,84.12
10.3,46.4,4.6,8.5,4.4,78.55
11.0,99.2,4.0,5.3,1.8,100.0
5.2,71.5,3.9,7.0,9.7,51.31
3.8,79.7,3.6,6.1,2.1,65.21
7.0,56.2,1.6,8.6,1.9,70.39
4.5,41.2,6.0,7.7,6.6,66.18
7.2,98.4,3.6,6.9,2.4,86.36
8.5,53.6,7.7,8.7,9.4,79.24
8.3,62.5,2.1,5.4,0.1,79.19
4.5,77.2,5.5,8.5,0.1,93.81
2.0,36.6,7.5,9.2,5.0,61.07
5.2,87.7,5.3,9.3,4.9,80.37
1.7,69.9,7.0,8.7,1.6,67.78
10.7,53.1,6.6,6.4,4.9,88.59
4.2,39.0,2.9,9.9,4.1,46.75
1.9,45.6,4.8,6.3,8.9,36.88
0.3,93.2,1.3,7.8,0.1,54.4
7.7,79.6,4.3,5.0,9.8,59.34
7.6,51.2,1.8,9.9,6.2,58.47
4.1,39.3,5.9,8.2,1.5,67.2
0.9,79.9,4.2,8.5,0.5,75.83
4.9,72.2,3.3,4.4,5.4,60.46
3.7,61.3,2.2,8.6,2.3,65.65
8.1,58.6,8.0,8.6,3.0,100.0
7.3,49.1,0.6,8.0,2.5,57.74
4.4,78.5,0.3,5.8,6.5,46.75
2.6,98.1,1.7,6.9,5.5,47.13
11.9,46.4,7.8,4.7,0.8,100.0
5.4,73.8,7.8,6.8,5.3,81.12
8.3,62.6,5.2,5.5,7.9,71.02
1.7,64.0,7.0,6.1,0.8,70.19
5.8,51.5,1.7,5.0,8.9,32.25
0.3,88.6,7.8,5.4,5.8,56.6
6.1,66.5,1.1,4.5,9.5,36.08
11.6,70.3,0.8,9.5,1.5,81.92
4.6,54.8,0.9,7.2,9.9,22.12
0.5,46.8,4.6,6.4,6.4,41.07
0.4,40.6,6.2,7.2,5.7,50.01
4.7,81.4,2.9,7.8,5.2,63.66
1.9,47.8,7.8,9.5,0.2,83.11
0.3,79.9,3.5,5.1,9.4,26.01
9.1,60.4,1.2,5.8,6.4,52.08
5.5,62.0,3.7,9.9,0.9,77.49
3.5,65.5,5.4,6.2,0.2,68.16
10.8,58.9,6.7,4.1,0.5,100.0
1.4,41.5,3.7,4.9,6.1,30.37
11.5,55.1,4.7,4.2,6.1,74.22
3.8,78.1,2.1,9.9,5.0,65.68
10.7,78.3,5.2,5.7,3.1,100.0
7.2,53.6,7.9,9.5,5.3,93.62
9.9,64.9,0.4,10.0,5.2,66.28
11.8,47.6,7.1,7.6,0.2,100.0
3.5,48.7,4.5,4.2,2.8,56.68
11.5,36.5,2.0,4.5,0.5,77.04
4.7,93.3,7.6,6.9,9.0,84.26
4.6,48.7,3.9,6.4,7.3,44.83
4.1,49.8,2.7,7.6,10.0,30.01
6.5,53.2,1.5,6.6,3.0,59.49
1.8,43.3,2.0,9.6,8.8,18.83
6.6,76.6,6.7,7.2,6.0,87.73
6.5,39.9,4.9,8.2,4.5,60.86
9.1,43.7,7.3,9.4,2.2,100.0
10.0,76.9,1.9,4.9,7.4,60.77
5.3,57.1,1.0,5.4,9.0,32.37
3.6,81.0,0.0,4.6,2.4,49.29
3.1,71.2,4.1,4.8,1.8,62.79
2.3,51.6,8.0,7.1,7.0,54.46
0.7,77.3,5.6,5.9,9.8,35.77
4.1,42.6,2.5,6.5,7.5,30.67
3.2,69.9,7.0,9.9,2.8,74.19
11.6,63.4,6.3,4.9,4.2,100.0
6.7,52.4,0.1,7.2,3.8,49.19
4.2,74.3,6.5,4.6,8.5,53.33
7.0,91.6,2.4,5.9,7.7,68.04
1.7,99.9,1.2,7.2,5.9,40.96
5.3,74.5,1.8,9.7,2.7,68.83
7.5,61.3,3.7,6.3,9.4,50.23
5.9,49.6,3.4,4.4,6.5,37.17
4.8,51.7,2.3,6.3,9.7,25.47
11.9,66.2,1.4,4.9,5.8,67.93
10.6,58.9,6.1,5.4,8.2,84.21
7.5,94.4,7.9,7.7,8.1,95.37
6.8,58.9,6.2,4.4,3.4,78.12
7.4,59.3,2.4,6.8,9.6,37.1
2.4,59.9,2.0,7.7,0.2,61.72
4.7,89.4,1.7,6.5,7.7,49.61
0.5,77.3,1.1,4.1,9.7,13.06
5.7,74.9,4.4,9.9,3.4,86.28
6.5,56.7,4.8,6.2,6.5,68.98
2.7,88.2,5.6,8.7,5.6,76.04
11.6,37.5,5.4,6.0,7.6,74.49
10.9,91.6,2.3,6.9,8.7,69.84
8.7,68.3,2.6,6.3,6.0,71.25
6.4,60.9,5.5,6.1,8.2,55.19
10.4,67.3,2.8,4.1,3.1,87.79
1.6,78.4,1.7,6.2,2.3,47.98
9.5,35.8,3.0,9.3,4.3,65.93
1.5,91.7,2.2,8.1,6.8,38.74
9.5,64.0,0.7,4.9,1.9,61.61
3.3,57.3,6.6,7.5,6.8,61.56
10.5,44.0,6.8,9.4,3.9,98.47
11.3,63.6,1.8,8.2,8.0,62.68
1.8,67.3,0.5,4.9,0.4,40.07
5.6,61.2,5.9,9.2,6.7,64.78
11.8,79.1,1.7,5.8,6.5,78.43
5.8,62.4,3.1,6.7,9.4,45.47
10.4,97.5,0.5,7.2,7.1,69.43
7.1,74.0,1.8,9.1,8.0,51.06
4.5,87.5,6.3,9.6,9.0,70.82
3.4,42.1,6.4,9.6,6.8,57.06
2.4,60.8,1.7,4.0,2.9,40.27
9.1,56.9,2.7,9.5,8.7,63.55
4.6,72.0,1.1,4.3,7.5,39.16
6.1,91.0,0.6,5.6,4.2,55.43
5.9,40.1,7.9,7.1,7.1,60.73
6.9,39.7,5.2,6.9,8.7,60.15
10.4,90.3,4.3,7.6,9.8,75.82
11.8,48.8,6.1,6.9,9.5,74.55
4.9,78.5,6.7,9.6,3.3,89.66
9.9,70.3,6.5,5.4,4.2,96.42
9.2,89.1,0.1,5.6,1.1,73.73
6.9,43.1,1.5,9.5,2.5,58.99
11.5,43.4,5.2,4.5,8.8,67.83
2.4,71.2,3.0,7.7,3.6,61.2
1.3,96.5,7.9,8.1,6.2,76.06
10.2,62.0,5.3,7.0,6.7,78.06
5.3,56.3,7.7,8.2,7.8,67.62
10.2,74.4,1.6,5.0,1.8,78.19
10.7,95.5,6.9,9.1,3.0,100.0
0.7,89.4,2.6,4.8,4.5,45.61
10.6,99.7,7.9,6.4,3.6,100.0
5.4,36.5,1.3,4.5,9.8,16.27
6.1,42.3,4.1,7.3,8.3,47.29
7.5,74.6,6.3,8.0,4.8,92.88
11.1,88.3,3.5,9.6,8.8,79.87
0.2,53.5,3.7,8.4,3.5,42.0
5.7,50.5,7.9,7.2,7.9,73.66
8.3,86.2,3.4,9.6,2.2,97.35
8.7,38.7,4.8,6.9,7.7,62.08
8.3,59.0,0.4,7.4,4.6,54.79
1.6,67.9,6.7,7.6,1.1,68.95
3.6,71.4,5.2,6.5,2.7,72.92
4.3,82.4,3.2,9.0,4.0,74.63
9.7,58.1,0.1,5.1,7.5,60.16
3.3,74.8,4.7,7.3,0.7,77.31
2.5,73.0,0.1,8.3,6.6,32.6
11.5,70.6,0.0,9.4,7.2,63.31
0.1,76.6,4.9,9.3,6.5,41.42
12.0,51.9,1.5,7.1,7.6,65.95
8.1,40.5,1.5,7.9,1.8,76.23
9.9,42.8,5.2,6.4,5.9,82.03
3.5,49.6,0.4,6.8,9.4,24.34
0.2,67.5,2.5,9.4,6.1,38.65
8.9,89.6,1.2,9.6,6.1,75.66
10.0,80.6,4.6,9.4,7.4,75.69
8.9,86.3,5.3,4.8,3.3,95.82
1.7,57.8,5.8,9.1,7.0,50.33
9.0,61.3,2.0,9.7,9.2,55.75
9.2,60.6,0.7,6.2,0.1,71.99
7.9,47.5,0.6,7.1,8.7,37.54
9.2,39.0,3.4,8.7,2.2,74.66
10.2,73.4,7.6,7.4,4.6,100.0
7.4,99.3,1.7,10.0,8.5,64.56
1.1,45.8,2.1,6.7,8.2,20.23
5.9,38.0,0.8,8.3,8.9,23.36
0.9,85.7,4.8,8.8,9.4,45.92
4.9,51.4,5.4,7.0,4.5,59.61
4.9,88.9,5.1,9.1,6.6,71.41
0.8,80.8,6.9,7.3,3.9,69.6
4.2,96.5,3.9,6.5,3.5,64.56
1.3,61.6,1.1,4.6,4.3,24.45
9.7,78.0,2.3,6.4,7.4,71.04
11.4,65.2,5.3,8.4,5.0,89.65
0.9,76.0,4.9,9.5,8.1,58.29
11.5,64.2,4.2,5.5,7.5,83.99
6.3,47.3,5.5,6.1,0.2,78.38
3.6,68.0,5.1,4.9,6.3,50.66
0.9,69.4,7.1,8.1,4.4,67.4
6.0,87.7,4.7,9.8,4.6,76.76
9.5,82.8,6.2,7.8,8.2,78.97
8.5,78.1,2.0,7.7,5.5,67.94
0.6,42.4,5.4,7.3,8.9,31.47
0.9,81.8,7.2,4.5,7.1,56.4
4.8,67.5,3.1,8.4,5.5,55.55
3.5,93.1,6.2,7.6,7.5,76.65
2.8,94.8,5.8,8.0,0.4,80.7
3.4,38.6,0.5,9.4,0.3,41.82
9.6,88.3,4.7,8.7,0.8,100.0
11.2,37.5,1.0,8.7,4.4,61.32
4.9,58.9,7.7,9.6,2.4,84.71
10.9,70.2,6.5,9.9,9.8,91.69
3.9,44.6,0.9,7.5,5.4,29.24
5.7,83.5,1.0,4.7,6.6,45.96
2.7,35.5,4.8,6.8,2.8,48.93
7.7,46.0,2.8,8.7,3.2,64.39
11.7,72.8,0.3,4.2,3.4,61.47
7.2,81.4,4.3,4.3,7.0,67.09
4.3,94.6,3.1,4.4,4.7,54.27
7.8,80.9,0.8,8.4,5.2,63.87
1.5,78.7,6.4,7.0,5.9,59.28
10.7,60.6,7.3,6.2,7.7,88.78
6.0,35.1,6.1,4.6,0.9,72.54
5.4,42.8,6.6,8.4,7.8,63.95
7.0,69.7,1.7,5.9,5.6,52.26
7.5,78.9,2.1,5.6,6.7,65.43
0.9,62.1,1.7,7.9,3.3,30.5
8.2,82.5,6.1,7.4,4.1,93.54
2.9,68.9,7.6,6.2,2.3,83.4
8.6,39.8,5.7,7.8,9.8,65.41
9.9,47.5,7.1,5.6,5.0,83.05
9.6,89.6,5.1,8.8,10.0,78.82
6.6,82.1,3.1,5.4,4.9,61.7
6.2,93.2,3.4,5.0,2.2,80.82
1.7,42.6,0.6,8.7,5.1,23.11
9.3,99.4,0.3,8.2,0.4,89.97
3.3,48.6,5.6,5.1,9.0,42.73
6.0,35.8,3.5,4.7,8.2,50.67
3.4,99.8,4.4,9.0,7.3,68.2
1.6,53.3,4.5,8.7,6.1,42.6
7.6,78.4,2.2,6.0,5.8,56.14
0.7,46.5,3.8,7.9,10.0,22.5
9.0,72.7,3.8,4.7,2.8,80.85
3.8,93.8,3.1,7.0,7.8,43.08
0.0,55.8,6.6,4.1,5.8,39.76
6.1,78.6,3.6,6.3,9.8,54.6
0.6,47.2,4.8,4.4,8.3,24.16
3.3,75.6,7.2,6.9,10.0,64.3
8.5,56.9,6.9,6.5,5.9,75.92
0.8,48.7,7.1,6.7,2.0,66.53
10.1,55.4,2.2,4.3,5.0,68.96
0.0,46.6,0.3,6.2,7.1,13.69
3.0,93.6,2.1,8.5,7.7,41.33
8.9,60.8,2.2,6.2,0.0,81.85
3.8,50.9,7.3,8.3,5.1,67.47
1.2,64.1,5.2,6.2,2.4,51.4
4.3,55.8,0.7,6.5,8.7,25.06
3.2,83.4,1.1,7.4,1.5,53.27
10.1,98.1,1.2,9.7,6.7,84.64
3.8,63.5,5.0,4.7,2.7,66.29
9.5,91.0,5.9,4.2,3.6,91.19
10.7,71.8,6.9,7.6,9.4,85.81
5.2,45.2,7.5,9.7,2.4,84.42
10.9,79.9,1.6,9.9,1.0,96.0
4.5,68.4,2.5,6.9,0.7,71.17
11.6,77.3,1.9,6.8,5.0,85.01
1.1,92.8,2.9,7.9,6.4,48.24
8.2,63.6,7.3,7.3,3.3,94.96
5.9,93.6,4.6,7.8,6.9,65.39
4.7,83.8,5.9,9.2,0.6,100.0
7.6,66.8,3.9,8.5,8.6,62.24
8.4,74.2,0.2,7.0,8.2,57.74
0.1,56.2,0.5,6.8,9.9,7.45
2.0,98.9,4.3,7.8,9.4,61.64
8.6,78.4,5.8,6.7,3.6,96.47
8.0,37.9,1.7,6.7,4.0,48.0
11.6,56.2,5.8,4.1,7.5,77.7
9.1,75.5,6.5,5.0,1.3,100.0
11.4,38.7,3.3,6.9,3.1,75.78
8.4,36.6,6.0,8.9,1.2,88.72
3.6,64.3,3.2,5.7,4.5,43.97
1.3,56.6,5.4,7.1,5.5,49.74
9.4,63.5,6.1,6.1,2.1,97.41
7.7,52.1,7.9,4.6,0.3,91.81
0.6,45.7,2.8,9.7,7.2,39.9
4.3,79.8,3.3,9.1,0.2,79.55
11.5,68.4,1.3,4.5,9.7,52.26
6.0,48.0,1.6,8.3,2.2,50.65
5.2,55.8,5.5,6.1,6.6,60.53
5.5,73.5,7.3,10.0,4.3,90.02
2.5,39.7,3.2,5.8,0.6,53.61
4.4,44.6,1.4,5.4,4.7,36.19
4.4,39.8,2.3,7.4,5.2,36.26
0.6,87.8,3.6,9.0,8.5,51.98
9.2,83.9,2.3,5.2,7.3,68.34
5.0,84.0,1.9,8.3,0.8,71.83
9.9,81.6,5.9,4.4,2.1,100.0
10.2,78.5,0.1,9.5,3.1,80.85
2.5,66.0,4.3,4.5,1.2,52.86
7.9,76.7,6.4,9.5,4.6,96.43
5.7,37.5,2.1,6.9,9.8,28.57
10.6,75.4,4.8,6.7,5.1,93.43
2.6,85.6,5.4,9.8,7.4,61.06
8.1,67.5,5.2,9.9,6.8,78.4
7.3,58.2,3.6,7.9,8.5,66.18
3.5,53.0,2.8,4.8,2.2,55.7
1.6,76.8,6.7,7.0,7.5,41.8
7.8,80.0,6.1,7.2,8.8,83.48
8.9,91.6,2.6,7.1,1.7,89.39
3.8,57.3,0.8,7.4,3.5,40.01
7.7,85.0,0.6,4.1,9.7,37.61
4.7,71.5,0.8,8.3,7.8,36.28
8.6,92.4,4.7,8.3,2.8,95.04
2.4,69.3,0.4,4.7,5.6,22.82
10.7,68.6,2.7,7.4,4.0,76.34
3.4,72.6,6.0,7.4,4.9,63.91
4.4,83.7,2.4,8.1,3.6,65.91
0.7,97.7,6.1,4.5,2.8,68.35
1.3,39.8,6.0,7.8,6.7,47.41
6.2,38.5,2.0,5.7,7.8,35.94
3.2,95.9,5.8,7.0,8.7,56.73
10.0,69.4,6.0,8.6,1.6,100.0
0.2,75.0,3.2,8.2,8.2,29.83
4.5,66.4,1.7,4.7,2.5,54.87
4.0,41.1,4.2,7.5,4.3,47.66
0.2,84.9,7.4,9.8,9.0,56.68
1.5,83.6,5.1,4.9,4.5,55.25
5.0,55.3,1.4,9.1,2.0,61.93
5.9,54.9,5.5,8.2,1.6,82.79
4.9,89.5,3.4,8.6,4.7,71.13
6.4,39.7,4.7,5.7,7.6,61.02
7.1,92.3,5.9,5.7,10.0,62.42
0.1,51.7,4.1,9.4,7.9,28.9
5.6,73.5,6.5,6.2,8.8,61.22
11.6,95.8,5.8,4.4,7.5,86.38
6.2,79.1,4.9,7.6,9.0,61.59
8.1,61.9,1.2,4.7,0.8,70.5
3.7,79.8,6.7,8.8,9.3,62.97
9.3,57.4,7.5,7.9,4.0,96.92
9.3,53.0,1.1,9.2,9.2,43.44
6.3,99.8,3.9,8.7,0.8,90.65
11.7,83.8,2.1,4.7,7.2,72.12
1.5,76.9,6.0,6.3,7.4,56.53
0.2,58.1,5.8,8.6,10.0,28.96
9.2,38.2,1.1,6.5,7.7,43.29
9.7,37.0,7.0,9.8,3.8,100.0
1.4,71.0,1.4,8.4,5.6,35.22
3.2,84.5,6.4,4.1,3.7,60.9
0.2,69.9,3.7,9.3,2.0,62.76
3.5,89.7,2.6,4.6,2.5,63.77
9.3,37.2,1.3,4.8,2.2,64.07
6.2,58.8,1.3,8.4,5.5,43.46
4.2,50.4,5.3,9.2,9.1,59.6
4.5,64.1,4.4,7.2,9.1,45.67
0.0,39.7,1.0,5.7,0.5,26.25
3.6,97.0,0.9,6.1,0.8,59.14
7.8,49.5,0.6,6.1,2.5,60.96
11.7,95.0,6.0,6.0,2.6,100.0
10.2,62.7,5.7,5.5,0.9,100.0
0.3,99.1,0.5,7.7,3.9,42.46
10.8,71.0,4.5,9.4,5.9,91.17
9.4,95.5,0.7,5.8,5.8,63.99
9.4,35.3,7.2,5.1,5.4,89.02
5.5,83.6,7.3,9.0,3.4,88.24
4.8,93.7,5.6,8.5,7.1,77.76
3.6,44.1,7.4,9.6,8.3,63.02
0.8,41.2,6.5,5.0,3.5,55.39
2.7,62.6,6.6,4.9,0.9,79.75
3.0,95.7,4.6,7.2,3.0,73.21
5.8,70.3,2.4,7.7,1.4,73.66
9.0,69.3,1.7,6.9,4.7,77.28
5.7,44.2,2.6,7.6,1.6,61.34
0.7,35.1,5.0,5.1,4.6,31.15
11.5,87.7,1.4,6.9,2.2,88.97
11.3,40.7,2.1,7.9,7.4,57.02
9.4,76.2,3.7,6.6,0.3,96.93
11.9,94.5,1.9,8.1,5.5,95.2
6.5,48.6,4.7,6.7,1.7,74.2
11.6,78.2,7.4,6.0,0.0,100.0
0.9,40.1,6.0,5.8,8.7,38.24
4.4,74.2,5.3,6.5,6.7,54.09
2.7,45.7,4.7,4.1,1.0,47.77
2.3,82.8,3.9,8.0,6.6,52.99
1.7,54.6,1.5,9.1,6.1,34.57
7.5,65.1,7.2,6.1,4.7,89.0
9.4,74.0,2.0,4.3,4.2,69.17
6.9,46.1,0.7,9.9,8.9,49.14
1.8,83.2,6.0,5.6,2.5,70.35
9.7,54.7,1.4,4.8,4.0,67.72
7.6,78.1,3.0,6.2,3.3,79.17
4.7,45.3,0.2,8.4,7.7,22.89
8.1,79.7,1.1,5.8,9.2,48.95
3.1,43.3,1.4,7.4,8.5,34.47
4.1,62.6,0.4,6.5,8.0,26.79
11.0,51.1,5.3,4.7,9.9,64.71
3.5,83.6,6.7,6.0,7.0,68.61
5.6,52.0,3.0,8.3,7.5,47.36
10.7,92.3,7.0,7.7,9.8,92.14
8.5,93.0,1.7,4.7,0.1,81.73
0.7,47.8,2.6,5.0,6.3,30.79
1.8,74.9,1.2,7.8,7.4,32.13
0.1,40.7,5.0,8.9,9.2,23.2
7.6,60.4,3.4,6.1,8.8,46.78
5.4,81.4,4.9,7.6,8.4,75.62
1.6,77.9,6.1,5.0,9.5,44.55
11.5,75.6,4.4,5.9,5.4,92.23
6.4,53.4,5.0,4.1,0.1,73.33
2.9,59.6,7.5,8.6,0.1,88.46
6.0,41.7,2.4,6.4,5.4,54.49
8.2,81.7,2.9,8.9,4.4,77.23
0.9,67.8,5.7,8.3,4.5,61.22
3.3,81.1,4.9,9.0,4.0,65.06
9.7,51.2,1.4,5.7,9.2,57.63
5.5,56.1,3.0,5.1,3.6,57.38
6.6,56.7,3.7,9.8,8.6,56.48
5.2,36.7,3.4,8.3,9.0,38.76
0.5,57.2,1.4,9.0,5.0,29.47
2.0,87.2,7.4,4.1,4.5,67.93
5.3,93.3,6.1,6.1,7.6,61.52
2.5,68.7,3.9,8.5,7.1,48.76
0.6,64.6,5.4,4.5,3.3,50.41
10.1,37.0,7.2,7.4,1.0,100.0
11.8,92.1,1.1,6.6,2.6,87.72
9.5,35.8,2.0,4.1,1.3,60.97
10.2,96.4,4.3,5.4,2.9,98.1
2.9,66.8,6.4,5.7,2.6,62.52
11.5,57.2,0.3,4.7,6.4,58.44
2.4,95.1,7.9,7.8,9.5,60.18
11.4,36.6,3.6,5.5,6.9,72.31
11.9,72.8,2.9,5.7,9.3,74.5
8.5,70.7,2.3,9.4,7.8,61.01
11.8,49.3,1.4,6.8,7.3,66.46
6.8,62.9,6.3,6.4,4.1,81.77
3.1,77.4,7.6,8.3,3.2,79.44
5.2,82.3,3.3,9.5,8.5,49.49
7.1,35.0,7.6,4.2,9.1,61.33
0.9,95.9,6.6,6.7,4.5,66.09
7.5,45.7,3.8,7.7,0.1,85.57
11.8,50.2,5.4,5.9,7.9,79.94
2.3,52.1,3.5,8.6,2.9,49.94
9.5,37.5,4.5,9.8,0.1,100.0
10.9,43.0,0.5,9.7,8.0,59.43
11.3,99.1,5.6,5.6,5.2,85.21
11.5,55.5,0.4,5.4,6.9,55.09
6.3,42.5,6.5,9.7,9.1,57.75
11.7,42.0,6.6,6.8,5.4,87.9
9.1,81.8,1.9,5.2,5.0,69.21
1.9,90.5,2.6,8.2,2.9,61.75
5.7,51.7,3.9,5.7,3.1,63.8
8.6,36.4,4.8,5.6,8.0,63.73
3.0,49.5,2.3,9.3,4.5,49.11
7.7,38.7,4.7,5.0,1.6,75.92
8.0,41.7,2.4,4.4,0.9,65.7
2.0,63.0,0.4,5.6,4.7,35.58
6.8,49.9,0.0,7.6,4.6,44.48
9.3,68.5,0.8,4.7,6.5,53.62
6.0,51.5,6.3,6.8,4.7,63.5
0.1,96.1,7.7,7.8,1.4,89.22
0.1,93.9,3.4,9.1,5.1,52.78
4.3,71.8,4.1,5.4,9.1,61.0
11.1,58.0,1.2,8.9,1.6,81.67
2.7,59.8,4.4,5.4,6.9,44.27
7.6,61.8,1.2,8.1,5.9,59.26
2.7,82.3,4.9,6.6,7.5,49.3
3.9,64.4,7.5,4.7,1.5,82.33
10.2,90.7,1.6,8.3,9.4,69.12
8.7,96.4,6.1,5.3,6.2,89.52
1.1,56.8,0.2,5.1,8.5,15.84
5.1,71.4,3.0,6.1,2.5,60.57
0.4,41.2,0.9,7.9,7.4,15.49
5.8,48.0,2.8,5.4,7.8,48.67
7.9,61.9,1.4,5.1,4.0,54.93
1.4,48.4,3.0,4.1,3.8,32.86
3.5,92.0,3.3,6.8,6.6,68.23
4.8,45.3,2.4,6.6,0.9,59.93
11.0,64.6,5.3,5.4,7.4,79.18
11.9,74.4,7.4,4.3,0.4,100.0
0.5,80.0,3.2,6.6,1.9,50.66
9.1,59.9,1.5,8.7,6.6,54.64
4.5,91.5,2.2,8.3,1.0,81.49
4.7,71.9,6.8,9.2,9.7,61.75
9.1,63.6,4.6,4.1,8.7,76.02
11.0,39.4,3.6,9.8,6.3,74.04
11.4,65.2,1.2,6.0,8.2,72.49
6.9,88.3,3.6,9.9,8.9,62.76
4.3,74.9,2.2,5.5,2.6,62.74
9.5,89.1,7.5,6.8,8.5,97.28
3.0,67.1,7.1,6.1,1.9,81.67
6.8,42.7,0.7,6.1,4.1,50.39
4.3,35.9,4.1,9.1,5.6,49.18
7.9,54.7,1.8,8.5,7.1,48.9
2.9,80.4,3.3,10.0,0.3,75.09
2.3,86.4,7.0,7.7,2.9,82.26
11.0,54.2,4.2,6.8,6.1,76.91
1.2,67.2,2.7,4.5,3.6,41.41
6.1,62.4,1.7,10.0,7.8,52.99
2.7,61.7,6.4,7.3,6.5,54.94
0.5,50.0,5.0,8.2,2.3,55.97
0.4,43.9,3.7,6.4,1.5,42.43
2.1,47.8,1.7,7.3,6.3,25.83
10.4,38.6,2.7,9.7,4.5,78.45
3.4,47.9,7.7,5.0,1.7,69.88
11.4,35.6,4.2,5.8,3.3,78.48
7.0,75.8,3.2,4.9,3.0,71.69
5.2,55.6,4.2,8.8,1.1,82.43
7.0,98.3,6.2,4.4,5.5,86.67
6.2,47.6,2.7,4.5,7.6,43.8
9.1,57.5,1.4,5.8,5.8,56.24
3.4,58.3,4.7,7.1,8.3,46.41
4.2,35.5,5.3,6.4,1.3,64.38
10.7,89.5,5.7,4.3,4.4,99.49
11.4,37.1,7.1,9.7,6.1,93.71
10.7,96.1,3.0,9.7,6.8,97.13
5.0,93.0,0.6,5.7,7.0,44.08
9.4,69.8,7.7,8.4,7.3,86.89
5.7,70.3,3.5,7.5,6.5,74.12
6.0,77.5,5.0,5.4,0.9,82.59
2.5,60.2,5.3,5.6,7.0,54.34
7.1,77.1,4.4,6.9,7.2,76.61
2.2,37.9,1.6,6.5,9.9,18.09
4.0,38.5,6.0,5.7,6.9,49.18
10.3,64.7,6.4,8.8,6.9,94.18
2.5,70.7,4.4,6.9,5.1,48.87
0.9,92.7,3.9,7.9,8.7,55.2
0.8,41.8,0.9,5.1,10.0,0.0
11.3,88.5,0.7,7.2,7.8,69.41
6.1,48.7,2.7,5.9,6.1,48.94
4.9,60.6,2.5,7.2,0.8,64.77
9.7,55.6,7.6,8.7,7.3,88.48
10.0,61.0,6.3,8.6,7.1,95.72
4.0,44.8,5.3,6.1,7.8,51.73
8.3,67.7,4.1,8.2,1.2,91.81
9.3,87.1,1.3,9.6,6.5,71.89
7.9,63.7,7.8,7.8,3.0,100.0
1.8,66.9,3.0,4.9,7.6,30.29
10.5,90.2,0.9,8.1,2.4,94.92
6.5,80.9,4.0,4.6,6.8,63.67
3.4,66.9,7.0,9.2,2.9,87.86
5.1,51.8,7.1,7.1,0.1,87.36
0.5,92.5,0.1,6.3,6.3,28.93
1.5,72.5,7.1,4.3,1.1,78.3
9.2,49.4,2.2,6.3,6.6,68.86
0.0,52.5,0.3,9.4,9.3,18.58
5.0,87.2,6.8,4.1,9.7,68.01
